StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q9 - Parent Topics,Q9 - Topics
2020-07-16 02:49:01,2020-07-16 02:56:32,IP Address,100,450,True,2020-07-16 02:56:32,R_12swoVxP7t6TfhO,anonymous,EN,5d88b1c27250e90001c40cfc,Female,Not Hispanic or Latino,White,29,Yes,"Boyfriend wants to break up and has been thinking about it for the past two months. He picks a 70's style restaurant to meet his girlfriend. She arrives, hugs him and tells him she missed he asks how her day had been. The boyfriend asks the hostess for a booth at the back. The hostess is blowing bubblegum bubbles and shows them to the table. The girlfriend asks how his day was, and he then tells her he needs a break from the relationship to focus on his career. The hostess asks to take their order and they glance at the menus and order something recognisable. The girlfriend then asks if a break up is what he really wants and says she doesn't think they should break up as things were fine and they could hang out less and don't have to see each other all the time. The waitress arrives with the food. Sadie stands up, grabs her food, tells him not to talk to her or see her again and that she wants her stuff back, and leaves. The boyfriend then tries his burger and its foul-tasting and he doesn't know if its the restaurant or the situation who is to blame.",no issues,,
2020-07-16 02:54:18,2020-07-16 02:57:11,IP Address,100,172,True,2020-07-16 02:57:11,R_1157w3VaqJ44MBu,anonymous,EN,5ec607a0e89daa67ea37f84f,Male,,White,30,Yes,"the story about Sven and isabel, travelling by air and Sven proposed to isabel",no,,
2020-07-16 02:54:55,2020-07-16 03:01:11,IP Address,100,375,True,2020-07-16 03:01:11,R_2w76tNZPs6XupE6,anonymous,EN,558acd52fdf99b65685f03d9,Female,Not Hispanic or Latino,Black or African American,29,Yes,"They walked into the store. A lot was seen at the front of the store, and posters were up. The store was filled with people as they were getting ready for Thanksgiving. Alex(?) was going to propose to his girlfriend Sarah (?). He was very nervous, and she could tell he was, but she didn't bother him, and she felt like he would talk about it when he was ready. He watched her as she was looking at an item. She also asked him some questions about things they needed, but he said he didn't know. Later, he got down on one knee and asked her to marry him. She screamed ""YES"" with excitement. She put her hand in a stranger's face to show them the ring. She also texted someone to let them know what happened. Also, their friends who were in the store came up to them. And people who were in line let them get in front of them. People congratulated them.",No.,,
2020-07-16 03:07:45,2020-07-16 03:11:57,IP Address,100,251,True,2020-07-16 03:11:57,R_30eN1UDn5ELrVv1,anonymous,EN,5eaa0e5b3b32cf1b13880d65,Male,Not Hispanic or Latino,Black or African American,27,Yes,The story was about Emanuella and Liam who were both a couple both were not having a good relationship. The story began in a grocery storein which they were preparing for a dinner event later that day and it ended with both liam and emmanuella agreeing to break up and Emanuella suggested a bet with their cat whoever let out about their break up first loses the cat.,"No, thank you.",,
2020-07-16 03:21:27,2020-07-16 03:28:35,IP Address,100,427,True,2020-07-16 03:28:35,R_w5DBQifz8sYlybD,anonymous,EN,5ea201ca3a942a102c3bb83a,Female,Not Hispanic or Latino,White,37,Yes,"2 women meet in a supermarket, one is a representative of the supermarket Ms Morrison and the other is a representative from an italian cheese company.  Ms Morrison likes to meet where the food is sold and shows the other lady how many cheese they already have.  It is pointed out to her that the cheeses aren't european and that quality matters as well as choice. If she buys a small amount of the cheese ($1500)  for some stores then she could see how not only would that cheese sell but also ave an kincrease on related sales such as crackers and jams.  The cheese representative says she will buy some crackers and they can try some samples of the cheese now.  Ms morrison agrees.  As the supermarket is busy with people buying for halloween they have to queue at the checkout, whilst queuing Ms morrison is shown the sales figures in Italy and agrees to buy a lot of cheese ($20000), she pays for her goods, crackers, ketchup and sparkling water, by writing a cheque.  Ms Morrison knows all the checkout staff.  Afterwards Ms Morrison and the cheese rep celebrate with a small bottle of champagne from Ms Morrison's bag",Some of the sound was quite crackly,,
2020-07-29 12:29:43,2020-07-29 12:31:45,IP Address,100,122,True,2020-07-29 12:31:46,R_3knVMUW2vsaqDN8,anonymous,EN,5dcc7958dcc83f912f590fe4,Female,Not Hispanic or Latino,White,34,Yes,"simon and karena went to the grocery store. Both were browsing the meat section and got talking over the chickens. Karena bought meat and BBQ sauce for a BBQ she was hosting. Simon asked if she would like to have dinner and she agreed. She realised it was 4.30pm and she was going to be late for her BBQ. They went to the same checkout and Simon paid for Karena's shopping as well as his, 52 dollars in total.",,,
2020-07-29 12:29:10,2020-07-29 12:32:13,IP Address,100,182,True,2020-07-29 12:32:13,R_3PH0rrKzpuiRVyj,anonymous,EN,5e5e5b2488479216d9171d1b,Female,Not Hispanic or Latino,White,56,Yes,"Emmanuella and Liam went to the grocery store in advance of a dinner party.  E gets some pasta from the shelf.  L is not pleased with the choice.  They get in a fight about helping out with dinner preparations.  E says she wants to break up.  L agrees it's a good idea.  Despite the breakup, they decide to hold the dinner party anyway and not to tell anyone.  They joke about what will happen to the cat.  The grocery store decor was a bit odd with strange organic products.  In addition to pasta they bought some sort of sauce.  There was a single check out lane open.  They paid by credit card.",no problems; interesting task ,,
2020-07-29 12:30:08,2020-07-29 12:33:30,IP Address,100,201,True,2020-07-29 12:33:30,R_OBSsAZYkEo53CzD,anonymous,EN,5e8df0f227e1b80797b9c509,Male,Not Hispanic or Latino,White,25,Yes,"A lady is trying to sell a selection of cheeses to one of her American clients. To sell the cheeses, she shows an exhibition of the cheeses to her and proposes that she take a small selection of cheeses ($1500 dollars worth) and she will see the sales increase from then. The lady goes on to purchase some crackers using a cheque and manages to close the deal.",No,,
2020-07-29 12:30:42,2020-07-29 12:33:35,IP Address,100,173,True,2020-07-29 12:33:35,R_1N4FguQIhBBgdeT,anonymous,EN,5cbbd55510241a0017b81a65,Female,Not Hispanic or Latino,White,29,Yes,The story starts with a character seeing a girl that he believes he recognizes so much that he almost drops his eraser walking into class. The professor begins to lecture about mummies. The boy can not stop staring at this girl and passes her a note asking her if she is from La. She says she isnt but maybe her twin is. The two pass notes back and forth while the profession continues lecturing. The boy then asks the girl if she would like to go out and she says yes. The class ends but they decide they will see each other later. The girl then must rush to her class.,No I did not. ,,
2020-07-29 12:32:01,2020-07-29 12:34:02,IP Address,100,121,True,2020-07-29 12:34:02,R_2tu57Id4Vyb5Oaw,anonymous,EN,5ecc75967c7c76476806ab2b,Male,Not Hispanic or Latino,White,41,Yes,"Jeff and William met at a bar the night before, they were heading to the airport to return home. William makes a business proposal to Jeff, Jeff mulls it over and counters the offer. The two haggle and agree on a proposal. They both express enthusiasm about the deal and then Jeff goes to his plane. He then fires off a quick email to let his team know about the deal.",No.,,
2020-07-29 12:31:45,2020-07-29 12:34:14,IP Address,100,148,True,2020-07-29 12:34:14,R_sosZpHPlWSpg54l,anonymous,EN,5e54309f0a98c705f68ae8a8,Male,Not Hispanic or Latino,Asian,40,Yes,"David and Anna were both at the airport. David noticed Anna, and as she was walking towards her gate, noticed a luggage truck/rack heading her way that she was going to trip over. He pushed her out of the way to save her from getting hit. They both fell to the floor and when they got up, he said ""when life throws a luggage cart at you, you should take advantage of it."" They found out they went to the same high school, and Anna graduated 3 years ahead of David. They agreed to meet up for dinner when she got back from her trip next week. Anna, sitting in 7D on the plane, was happy that she was late for her flight and also that she had forgotten to tie her shoelaces.",This is different from any other studies I've done so far.,,
2020-07-29 12:31:52,2020-07-29 12:35:07,IP Address,100,195,True,2020-07-29 12:35:07,R_30leNivV9Fvfo61,anonymous,EN,5d4a0765eae90d0019a6265a,Female,Not Hispanic or Latino,"Black or African American,White",21,Yes,"A boy in an Egyptology class was sure he had met or seen her before. He wrote a note and passed it to her, and she replied that she was not from where he asked, unless she had a twin she knew nothing of. The professor of the class talked about mummification, and an assignment that was due at a later date. The boy talked with the girl and was even moire sure he had met her before once he heard her voice. They made plans to meet outside her dorm that evening.",no,,
2020-07-29 12:32:52,2020-07-29 12:36:13,IP Address,100,200,True,2020-07-29 12:36:13,R_3dWHn9DpwUJkiZm,anonymous,EN,56bb3f29724769000cb8e752,Male,Not Hispanic or Latino,White,37,Yes,"A couple has just returned from meeting the parents of the woman. They are walking through an airport and approach security, which is moving slowly. The woman has forgotten that her laptop is at the bottom of her bag and enlists her partner to hold all the various items while she digs it out. The man passes through security, forgetting that the engagement ring is still in his pocket. He gets stopped by security and decides to propose then and there. They woman then hurries both of them through and the woman says yes to the proposal. The board the plane in first class and several of the other passengers congratulate the couple. One woman was live tweeting the event which went viral, which embarrassed the woman who was proposed to. ",No,,
2020-07-29 12:32:26,2020-07-29 12:36:31,IP Address,100,245,True,2020-07-29 12:36:32,R_2pQfdkJv9UfSWQq,anonymous,EN,5ed4c62cf9e3434938ff58b0,Female,Not Hispanic or Latino,White,21,Yes,Lana and Daniel (unsure of his name) are in Chemistry class- introduction to chemistry. They met in freshman year. Daniel is planning to propose and his professor knows this. The professor gives the first part of the lecture and the students take notes. Then he asks Lana and Daniel to come to the front for a demonstration. Lana is confused and Daniel does a final check of the ring- 4 red diamonds on a thick band. Daniel gets down on one knee at the front and proposes. Lana is crying and says yes. Everybody applauds and their friends enter the room too. When sat back down Lana texts her sister and the professor reminds the class of the upcoming midterm on monday that will cover the first 4 weeks.,The words to remember were fairly difficult as I had not come across most of them before.,,
2020-07-29 12:32:14,2020-07-29 12:36:34,IP Address,100,259,True,2020-07-29 12:36:34,R_2D0nZ3QPOZzHyq2,anonymous,EN,5e17061ce80b8e000b364915,Female,Not Hispanic or Latino,White,36,Yes,Simon and Carina both entered the supermarket. It was described as being a dark warehouse type building. They caught each others eye when looking for food for barbecues they were having that evening. They joked about the size of chickens and Carina shared a recipe for vegetable kebabs. She then picked out the peppers and spices that she needed. They headed to checkout number 8 to pay for their items. They were laughing and joking in the queue when Simon asked Carina if she would like to join him for dinner and drinks the following weekend to which she agreed. They loaded their groceries onto the conveyor belt and Simon kindly paid for Carina's items too. She realised the time and had to rush as she was going to be late for her own barbecue.,"Really interesting experiement, I have enjoyed participating",,
2020-07-29 12:33:39,2020-07-29 12:36:35,IP Address,100,176,True,2020-07-29 12:36:36,R_soEAWqzGKrSzFGV,anonymous,EN,5c6b03919491820001435d81,Female,Not Hispanic or Latino,White,20,Yes,"Charlie is a web developer who was interested in another student's start-up. As a result of this interest, he wanted to talk to her during a lecture. In their Archaeology of Rome class, he sits next to his fellow student and talks to her about granting her half the profit she was originally seeking. They talked all the way through the lecture and eventually came to a compromise. Everyone else was packing up and leaving except for Charlie and the other student. They sealed the deal with a hug and then proceeded to leave.",No.,,
2020-07-29 12:33:39,2020-07-29 12:36:53,IP Address,100,194,True,2020-07-29 12:36:54,R_tR1sawiSDhUCu8p,anonymous,EN,5601379877f33b0010cb2b98,Female,Not Hispanic or Latino,White,50,Yes,maria and henry are 2 students in a relationship who go into a large lecture hall to hear the professor telling them what they will be studying. Maria takes this moment to inform henry that she wants to break up with him. He tells her he does not want them to break up and that he loves her. She tells him that she is immediately flying out of the country to pursue doing her own thing after the lecture is over. Then she remembers she has left an alpaca sweater at henrys room and they go back to get it. They hug before splitting up and maria leaves.,none,,
2020-07-29 12:34:01,2020-07-29 12:37:24,IP Address,100,203,True,2020-07-29 12:37:25,R_3NP2anh9aQkMc8O,anonymous,EN,5eaec18fbb7b8901200d16dd,Female,Not Hispanic or Latino,White,50,Yes,"Two business men met at a restaurant to discuss a deal, they entered into the restaurant foyer which was decorated with dark wood panelling. They were greeted by the staff and taken to a booth at the back of the restaurant. They ordered drinks and were given menu's which were bound in brown leather. They started discussing a merger, with one person leading and explaining the benefits. The waiter took their order and they continued discussing the merger. The food came, it was not good and the meat was dry. They continued discussing the merger and a consensus that it was a good deal was agreed on - this was sealed with a handshake.",No,,
2020-07-29 12:33:36,2020-07-29 12:37:26,IP Address,100,230,True,2020-07-29 12:37:27,R_1msZ41nh7BPw4ik,anonymous,EN,5eda87495833de699dd92655,Female,Not Hispanic or Latino,White,20,Yes,"chloe and her boyfriend were shopping in a grocery store they had been going out for 23 months, he wanted to propose to her in the store, she was looking at items on the shelf whilst he had his back turned to her and was looking at the ring, after picking out the items they went to the checkouts where there were 5 of them open they chose to go to number 3 whilst waiting in the queue, their friends were waiting and watching, he got down on one knee and proposed to her, friends were recording and everyone else once they realised what was happening was watching, she said yes they all clapped and he put the ring on her finger, she said how it was glittery and sent a photo of her hand to her mum, the grocer then checkout all their items and he paid and bagged the shopping up and they left the store.",,,
2020-07-29 12:36:33,2020-07-29 12:38:27,IP Address,100,113,True,2020-07-29 12:38:27,R_1lAWz2G4iRtuSfL,anonymous,EN,566feba6b937e400052d33b2,Male,Not Hispanic or Latino,White,38,Yes,it was a story of a couple visiting a grocery store to pick up something for dinner then the lady said to her partner that they should break up because of their fighting and then they decided to still host the dinner party together even though they have broken up.,no,,
2020-07-29 12:35:47,2020-07-29 12:39:00,IP Address,100,193,True,2020-07-29 12:39:00,R_DDnPL4gxSfhQHtL,anonymous,EN,5bd9f569eb22f2000183df4e,Female,Not Hispanic or Latino,White,44,Yes,"The story was about Leon and Ariana attending the Egyptology lecture in the classroom located in the basement. There were no windows in the hall, only foldable chairs and tables and blackboard. The lecturer was talking about mummying and how it took 70 days to do it. Leon sent a not to Ariana during the class asking her is she was from LA because she looked very familiar. She answered ""no, but maybe I was separated from my twin after birth"". Then he asked her if they could meet after class and she said yes. She was in a hurry to her next lecture but she agreed to meet with him at 8:00PM in front of her dorm.","I had no problems with this study, thank you!",,
2020-07-29 12:32:30,2020-07-29 12:39:10,IP Address,100,399,True,2020-07-29 12:39:10,R_yWPSRFvuwP9a5ah,anonymous,EN,5d891e6c58e42400182bca83,Female,Not Hispanic or Latino,Black or African American,20,Yes,"Sven & Isabel had been dating for a 1 year and were going to visit his parents. Sven wanted to propose as a surprise to Isabel, however, his plans went amiss at the security check because there was a man that had a suspicious amount of metal pieces in his pocket. After the holdup, Isabel & Sven put their luggage through the x-ray scanner, but Sven was asked to empty out his pockets. At that moment, he had to make the quick decision to propose to Isabel with a blue ring. When he proposed to Isabel on one knee, the situation garnered a lot of attention from passersby's which embarrassed Isabel so she walked away to the tarmac, leaving Sven to chase after her. When Sven finally caught up to her, she accepted his proposal and then they got onto the plane, and went to the first-class section and sat in seats 2a and 2b. A woman showed Isabel & Sven that she recorded their marriage proposal and that it was going viral which caused Isabel to feel embarrassed but also happy.",I didn't encounter any problems,,
2020-07-29 12:36:21,2020-07-29 12:39:23,IP Address,100,182,True,2020-07-29 12:39:23,R_1CqgGzbuRfN5GrV,anonymous,EN,5e870606f9dd66349540b880,Male,Not Hispanic or Latino,Asian,26,Yes,"A man met with his girlfriend in a restaurant. They were sat at the back in a booth. They order familiar sounding food, such as a burger. The man wanted to break up with his girlfriend Sadie in order to figure out his career path on his own. The woman burst into tears saying that they should instead stay together and figure something out. She suggested they spend less time together. Then, she snapped and demanded her polaroid camera and beatles poster back.",no,,
2020-07-29 12:35:37,2020-07-29 12:42:51,IP Address,100,434,True,2020-07-29 12:42:51,R_digGZzUpmBAKo7L,anonymous,EN,5eb06daa9731700fd96fe238,Female,Not Hispanic or Latino,White,19,Yes,"The story is about two business women, trying to form a trade deal between a supermarket and a European cheese company. The cheese company (CEO?) is Miss Bionche (not exact but something along those lines) and Miss Morrison (?). They walk into the grocery store together, and discuss about how it would be a good idea to invest in this specific cheese because it would prove more profitable for the store. Bionche states how it would increase the sales of cheese related items, and picks up a box of crackers so she could share the samples she brought with her. Morrison says that she'll pay, and there are 10 lanes open and they use aisle 6. She pays with a check, and decides that she'll confirm the deal and invest 20,000 to avoid import tax. Morrison pulls a bottle of champagne out of her bag to celebrate.",I didn't experience any problems.,,
2020-07-29 12:36:24,2020-07-29 12:43:08,IP Address,100,403,True,2020-07-29 12:43:09,R_2A0BV6yyQBtdneq,anonymous,EN,5ea611dda778214a5e89fbf2,Female,Not Hispanic or Latino,Asian,19,Yes,"Thomas and Sadie are going out to dinner.
Thomas wanted to go to dinner with Sadie because he was planning on breaking up with her to focus on his career. 
Sadie doesn't know that Thomas is planning in breaking up with her, she thinks their relationship is going well.
They are seated at a booth at the back by the waitress. 
As soon as they are seated Sadie tells Thomas how much she has missed him throughout the day. 
Thomas acts closed off and then tells her he wants to break up due to him needing to put more of him time into his career.
Sadie is sad and she tries to tell him they don't need to break up, they can just control how much they hang out so it works out for them to do other stuff. 
Just then the waitress comes back and they order their food, Thomas orders a burger. 
As soon as the waitress leaves Sadie bursts into tears and the people at the bar look over.
She then tells Thomas that she wants her polaroid and Beatles poster back angrily.
She then storms out of the restaurant. 
Thomas is left there feeling glum and he eats his burger and then doesn't like the burger as  he thinks its tastes funny and he believes its because of the restaurant. ",Nope,,
2020-07-29 12:36:54,2020-07-29 12:44:33,IP Address,100,458,True,2020-07-29 12:44:33,R_a41Uf465RtzLANH,anonymous,EN,5c5c8a688089970001788f30,Female,Not Hispanic or Latino,White,50,Yes,"A couple went to an elaborate restaurant to ""celebrate the tomatoes"" grown by the young woman. Little did she know that she was about to be proposed to. She thought that the growth of tomatoes did not merit such an elaborate place and expensive meal, but the young man insisted that they were the best tomatoes he had ever eaten. They had a delicious dinner that included oysters that the young woman said ""tasted like the ocean."" When it was time for dessert, the young woman went to the restroom. When she returned, the waiter, by prearrangement) brought a small cake with the engagement ring on top. The young man got down on his knees and proposed and she said yes. The other folks in the restaurant cheered and the young woman held out her hand with the beautiful rink on it. She said that she needed to call her dad. Hopefully they lived happily ever after! ",No problems -- it was different and engaging. ,,
2020-07-29 12:37:27,2020-07-29 12:45:53,IP Address,100,506,True,2020-07-29 12:45:53,R_3PMl35u9Pz6O02b,anonymous,EN,5eb9f23b81d742132c863749,Female,Not Hispanic or Latino,Asian,19,Yes,"Mr. Shelton and Mr. Gordon, two businessmen who own corporations connected to the aviation industry, met at a restaurant. They exchanged polite small talk while Mr. Shelton introduced the situation surrounding his small business. Meanwhile, the waitress took their orders, which were simple and included meat and a Manhattan. Before she came back with food, Mr. Gordon proposed to Mr. Shelton that he join his larger company network and receive a certain amount of compensation in the process. When the food came, it was sub-par and somewhat dry. By that point the men had established that joining into a larger company would cause complications for the smaller business and was not the needed course of action. Instead, the men came to the agreement that they would become partners. In a toast featuring a margarita and a Manhattan, the men closed the story by cheering for the growth of their business via their lifelong partnership.","My memory of names and details was not very good, perhaps especially so because I was focusing on other details of the story and my general mood today has been a bit distraught. The experiment was very interesting though, and I am grateful for the opportunity to participate.",,
2020-07-29 12:42:02,2020-07-29 12:49:26,IP Address,100,444,True,2020-07-29 12:49:27,R_encJSGbhkz4p6fv,anonymous,EN,5ea0002d88f78b1aa69ca675,Female,Not Hispanic or Latino,White,54,Yes,"Two men met at a hotel the night before and agreed to see each other at the air port the following day to talk business. I think they spoke about a vinyard. They were delayed and spoke about a high value deal and shook hands on it before one of them went through the gate to his plane.

I thought I was taking in the information of the story but I was realised I was concentrating so hard on listening for the change in story dynamics that I didn't absorb the actual events fully.","I didn't encounter any problems with the running of the study. However, as I previously mentioned I was concentrating so much on the story dynamics that I didn't absorb the actual events of the story. Sorry!",,
2020-07-29 12:33:55,2020-07-29 12:50:30,IP Address,100,995,True,2020-07-29 12:50:31,R_2CU3XcFyTpl6nQV,anonymous,EN,5c3d4b92486a390001e87dfe,Female,Not Hispanic or Latino,White,57,Yes,"A romantic pair have been arguing throughout their vacation. One partner, Jessie is fed-up and has decided they need to split. They are running late for their departure flight and already in a bad mood. They are held up for a short time during their security check due to a change of shift. Upon retrieving their belongings, Colin remarks that the airport infrastructure is poor and that he could have packed contraband material in his shoe. This is the last straw for Jessie (one can suppose that he is always maligning things, or that he is thoughtlessly putting them at risk with unwise public suggestions or both), and she announces that they should break up after they finish the flight as their personalities are not compatible. Colin stews for a bit, striding toward their gate with rigid jaw. He makes a few sarcastic remarks referencing terms Jessie did not say in the story proper (but might have suggested during the vacation) regarding his boring, antagonistic personality, and notes it might have been a good idea to break up before they began planning a vacation together. Having attained the gate (just in time), they are ushered on to the flight, and grateful that they forgot to book seats together. Jessie is in 33A and Colin is in 36F, a window seat. They are relieved and a bit awkward as they part - and Colin's irritation is exacerbated when Jessie asks for the return of her philosophy books. 

“There is hardly any activity, any enterprise, which is started out with such tremendous hopes and expectations, and yet which fails so regularly, as love.”
Erich Fromm","At first, I didn't realize one needed to select the questions in the order in which they were given, could sharpen that point. Also, I am not sure why the Customer Experience Manager profile was in play - very little of the story was related to airline customer experience. Although not asked, if I were to list any items of concern to her, they would be:

1)Can we organize a shift change with some overlap so customers don't have to wait when they occur?

2)Will we supply the gate attendant with more customer service training, as it is not our policy to show irritation when customers are late and almost miss the flight?

3)Should we add a note to our booking policies that flag customers traveling together and take more steps to ensure they will sit together if they wish?",,
2020-07-29 12:45:07,2020-07-29 12:53:49,IP Address,100,521,True,2020-07-29 12:53:49,R_3Hw3TiZFvDJxMwb,anonymous,EN,5ea624b32b24666209c18941,Male,Not Hispanic or Latino,Asian,32,Yes,"Maria and Henry entered the classroom for the lecture. There were rows of desks neatly arranged. Before the lecture, Maria had planned to break up with Henry. The class was ""Introduction to ancient philosophy"". The Professor entered and started fiddling trying to connect his laptop to the projector. He began with a hearty greeting to the class. Then while everyone was taking notes for the lecture, Maria leaned over to Henry and whispered that she was breaking up with him. She mentioned that she would be going abroad to study, and that it was going to be very difficult for both of them to try to maintain this long-distance relationship. Meanwhile, the Professor taught the class on Aristotlean philosophy of choice / categories - from which our present understanding of the term ""category"" originates. He ended the lecture by reminding students that the Final Exam for the class was scheduled the upcoming Tuesday, with subject matter on pre-Socrates, Aristotle, and Plato. He reminded students to stop by for office hours if they had questions, and also to let him know of any conflicts so they could reschedule the exam. Henry was pretty upset about Maria's intention to break up, and he said that he loved her and wanted to make it work. He was even proposing to come visit her while she was studying abroad. After some hesitation, however, Maria stood her ground and firmly said no. When the class concluded, both of them got up and hugged each other. Maria remembered she had to collect her items from the dorm before heading over to the airport for her flight. Suddenly she remembered that she had left her favorite alpaca sweater in Henry's dorm room. She asked Henry to retrieve the sweater from his room and meet in front of the student center to give it to her. Henry obliged to do so. ",Long-winded story. Some extraneous fluff.,,
2020-07-29 12:50:49,2020-07-29 12:55:46,IP Address,100,296,True,2020-07-29 12:55:47,R_2sTtkdQ3sxr1meo,anonymous,EN,599766b07eaf20000139e40d,Female,Not Hispanic or Latino,White,28,Yes,"James went to get food alone. Teresa went to get food alone. She bumped into the door at the Japanese restaurant, and James noticed. They both were sat at the bar by the waiter, and were given menus. James initiated conversation, asking if Teresa's forehead is okay. She asked if he had ever been bit by a scorpion. James thought she had suffered a concussion from the door. She explained that she had been stung by a scorpion, and that bumping into the door was ""small potatoes"". The waiter asked for their order, and they ordered together. She ordered a fish roll and Japanese beer. He ordered a fish roll and vegetable roll. The waiter brought the food back, placing James' plate next to Teresa's, so he had sat closer to her. They conversed while enjoying their food, which they thought the fish was good and fresh. James invited Teresa to attend a concert that night. She agreed, and they confirmed a time for him to pick her up. James had to go abruptly, realizing it was 3:00pm. They said goodbye. Teresa laughed and waved goodbye with her chopsticks.",No,,
2020-07-29 12:49:35,2020-07-29 13:00:31,IP Address,100,656,True,2020-07-29 13:00:31,R_3qdhOWuqRzthBzG,anonymous,EN,5e6d582420f68f0111cf8319,Female,Not Hispanic or Latino,White,51,Yes,"Sven had gone to visit his girlfriends family, they had been dating for 7 years.  he knew she was the one he wanted to marry and he had a ring ready to propose.  They were in the airport waiting to board thier plain and she realised she had left her laptop in her duffle bag.  they had both taken off their shoes and put their hand luggage in the trays to go through customs.  Sven held all his girlfriends things as she unpacked them from her duffle to get her laptop, while thinking about proposing to her.  when he when through the gate the the customs offical told him to empty his pockets.  it was only then that he remembered the ring in his pocket.  he got on one knee and turned to her, told her this was not how he planned it  and asked her to marry him.  She was shocked and grabbed all their things and proceeded to the concorse.  He followed her shoeless.  the passengers behind them had gathered closer to see what was happening.  he helo up the box again and she yelled Yes.  she text her friend to tell her. They boarded the plane and found their seats.  Some of the passengers had been behind them in the queue and congratulated them.  one woman told them she was live tweeting the story and it was going viral.",,,
2020-07-29 13:10:21,2020-07-29 13:14:45,IP Address,100,264,True,2020-07-29 13:14:45,R_3e21PAmzf7JFKiG,anonymous,EN,5eac12072b68452228ea8a40,Male,Not Hispanic or Latino,Asian,19,Yes,"A man and a woman are at the airport. The woman tells the man that they should part ways after getting back from the holiday that they are about to head to, and that she had been thinking about it for quite a while. The disgruntled man agrees with the woman, but asks why she didn't bring it up earlier since now they are going off somewhere together. They go to their gate and it takes time for them to get through security since the security guards were changing shifts. When they finally get on, both are slightly relieved that they don't have to sit next to each other. The woman asks the man to bring her philosophy books from his house after this, to which he laughs and heads to his seat. ","downloading the resources in order to carry out the tasks caused the tab to crash on my older laptop, so I had to switch to my new laptop. both use chrome.",,
2020-07-29 13:42:53,2020-07-29 13:44:20,IP Address,100,86,True,2020-07-29 13:44:20,R_3hrxJirpONnaY5p,anonymous,EN,5cfe43f8d09fbc00013a0ee5,Female,Not Hispanic or Latino,White,26,Yes,Aaron and Lana were in a lecture. Aaron had concocted a plan with the lecturer to allow him to propose to Lana. The lecturer called them to the front of the lecture hall and put a slide on. Aaron pulled out a ring from his notebook and proposed to Lana. She said yes. Their friends from outside congratulated them. They took their seats again and Lana texted her sister.,No,,
2020-09-04 22:53:24,2020-09-04 22:53:45,IP Address,100,20,True,2020-09-04 22:53:45,R_xGgwfPtxnEwvK1P,anonymous,EN,,,,,n/a,,,,,
2020-09-12 16:42:25,2020-09-12 16:48:02,IP Address,100,337,True,2020-09-12 16:48:02,R_1l51CMHHKvRteme,anonymous,EN,Elen Zhu,Female,Not Hispanic or Latino,Asian,19,Yes,"Ms. Morrison and Ms. B, a cheese dealer from Europe enter Ms. Morrison's grocery store. They start talking about a possible business deal involving imported cheese from Europe. Ms. Morrison is initially a bit wary about the price, but the cheese dealer wins her over and convinces her the business deal is the right way to go. They mention a competitor Orange Grocers. They decide to celebrate with cheese and crackers, which Ms. B suggested. Ms. Morrison insists that she pay for the crackers and picks up some ketchup and sparking water too. They go to pay. There are 10 lanes open. It is very busy. They enter lane 6 and wait to pay. Ms. Morrison knows many of the clerks and ends up paying the 23 dollars for the order by writing out a check. Ms. Morrison is pleased with her business with Ms. B and decides she liked doing business with Europeans.",The meaning of pressing 9 could have been described a bit more clearly!,,
2020-09-26 18:31:41,2020-09-26 18:31:52,IP Address,100,10,True,2020-09-26 18:31:52,R_2BaCtU5f9cYKQRu,anonymous,EN,j,,,,n/a,,,,,
2020-09-28 07:43:29,2020-09-28 07:44:15,IP Address,100,46,True,2020-09-28 07:44:16,R_xaMbducE0H4ZBkd,anonymous,EN,56b4b565b2de2a000d3316ba,Female,Not Hispanic or Latino,White,31,Yes,"A guy took his girlfriend to a restaurant to break up with her because of his career. She got mad, took her food, and left.",None,,
2020-09-28 07:46:14,2020-09-28 08:08:17,IP Address,100,1322,True,2020-09-28 08:08:17,R_1ozmWG8eptpit2U,anonymous,EN,5c3341bc21f99c000175c5cc,Female,Not Hispanic or Latino,"Black or African American,White",41,Yes,"Thomas invites his girlfriend Sadie to a restaurant that is decorated like a 70's diner to break up with her. He is dreading the conversation. When they get there they greet each other. Each asks about the other's day. Thomas then tells Sadie that he needs a break from the relationship in order to find his career path on his own. Sadie says that they should stay together because they could encourage and support each other. He explains how hectic things have been that he's having trouble juggling work and a relationship. The waiter delivers the food and asks about dessert. Thomas declines and the waiter leaves. Sadie picks up her sandwich takes a bite and waves it around as she proceeds to tell Thomas not to call her anymore and to stay away from her. As she's leaving, she also tells him that she wants her Polaroid camera and Beatles poster back. Once she has gone, Thomas takes a bite of his burger and it leaves a fishy taste in his mouth. He then wonders if the restaurant is responsible for the taste of the burger.","no
",,
2020-09-28 08:09:48,2020-09-28 08:11:38,IP Address,100,109,True,2020-09-28 08:11:38,R_0jhT2D3aRg59I65,anonymous,EN,5f70ae7ad1dae5090b80dbd9,Male,Not Hispanic or Latino,White,42,Yes,About a girl and her friend. ,No. ,,
